id,tooltip,image
1017176847865352332,venbot,https://cdn.discordapp.com/emojis/1024751291504791654.gif?size=256
278543574059057154,rambro,https://cdn.discordapp.com/emojis/908148138458615828.webp?size=256&quality=lossless
278543574059057154,hotbro,https://cdn.discordapp.com/emojis/904204269308235826.webp?size=256&quality=lossless
453001196379176962,Fear ❤️,https://cdn.discordapp.com/emojis/1069920629886820423.gif?size=256&quality=lossless
1057444548147679232,raziel,https://cdn.discordapp.com/emojis/1069918876076343386.gif?size=256&quality=lossless
337654195526303746,Ice Cube,https://discord.com/assets/fd6114328c436e5a111d326d05af3b9a.svg
789872551731527690,Developer,https://cdn.discordapp.com/attachments/1128411629470625843/1128568375950442496/1686327696916-removebg-preview_1.png
979017702326812704,Realtree,https://cdn.discordapp.com/emojis/1096165547122642944.webp?size=256&quality=lossless
311853198400815107,:3,https://cdn.discordapp.com/emojis/1105870509985509508.gif?size=56&quality=lossless
206876754860572674,Shondo Enjoyer,https://cdn.discordapp.com/attachments/1128784868319436840/1128805567918522528/939725008509489162.gif
196566647199236096,What are you looking at?,https://cdn.discordapp.com/emojis/1010424370717540402.webp?size=256&quality=lossless
353201426576703488,E :3,https://cdn.discordapp.com/emojis/1127622828422860941.webp?size=160
883292144725544981,$25,https://cdn.discordapp.com/emojis/1064926017325645904.gif?size=256&name=xdlol
1063205848572231680,setsuna ontop,https://cdn.discordapp.com/attachments/1130124414877454446/1130249137942691890/273718.png
377175513372033024,i <3 u,https://cdn.discordapp.com/emojis/985346789337071636.gif?size=56&quality=lossless
835861948742500372,i'm cute uwu,https://cdn.discordapp.com/attachments/1131083666915872818/1131208046140457002/5M6qk6R.gif
254375451084980224,Support main <3,https://cdn.discordapp.com/attachments/1131333758746902628/1131528993934409778/Bild_2023-07-20_120640964-removebg-preview.png
311409440941408257,teepussi,https://cdn.discordapp.com/emojis/1130561770952593579.gif?size=256&quality=lossless
311409440941408257,blbbb blubbbb blooob blbbbbb  *gets eaten by a seal*,https://discord.com/assets/720806c4ff4375a2f36674e8aeeb1906.svg
311409440941408257,froggggg 🐸🐸🐸🐸,https://discord.com/assets/68af06bbac9f4830d08fa474f201f92b.svg
969632635984945182,Former owner of discord.gg/lgbtfr,https://discord.com/assets/a38a70388a9ffb9ede271e41142a8f2e.svg
586258181391646769,Fellow Vencorder,https://cdn.discordapp.com/attachments/1132192456520245258/1132252657738850315/vlNHrZ9.png
399862294143696897,dancinglilgirl,https://cdn.discordapp.com/emojis/818970911981436949.gif?size=256&quality=lossless
1109907021744046163,スーシー,https://cdn.discordapp.com/attachments/1132791242397327442/1132805165972455515/4f31527b0eedb923099b09ccdef4ff67.png
884649246979141642,Security9,https://cdn.discordapp.com/attachments/1133498506070466651/1137173837830705293/Security9.png
478703092813135873,fumo,https://cdn.discordapp.com/attachments/1133782182297620520/1133791364707004426/lc4b8xugpqv91.png
497070746799964181,Kyaru,https://cdn.discordapp.com/attachments/567734848689537026/1133912760711909406/kyaru.gif
133203646983831552,Fishe,https://cdn.discordapp.com/attachments/1134348450725646396/1134443337194147851/988778907379585084.png
354153578635591690,Kiryu my beloved,https://cdn.discordapp.com/attachments/1134040211110768690/1134451936930824212/ezgif.com-optimize_2.gif
469128746876665876,kitku,https://cdn.discordapp.com/attachments/1134540937427685476/1134542581246726304/kitkustary.webp
1077696822740529172,Verified Rias Enjoyer,https://cdn.discordapp.com/attachments/1134600632532209766/1134602945502117948/851173742771961886.gif
607990223229681664,read if cute,https://cdn.discordapp.com/emojis/1024751291504791654.gif?size=256
446821254742278146,speedclicker,https://cdn.discordapp.com/attachments/1134770551064371240/1134975061074378783/pRIaG9H.png
113985503748947975,I bend my knee not - before my selfish desire,https://cdn.discordapp.com/attachments/1135021558369374250/1135045164390432888/XjZnbfL.png
386592936063926294,Verified Eboy,https://cdn.discordapp.com/attachments/1135171078772236420/1135186751485399201/vrchat.png
589322754470445057,read if short,https://cdn.discordapp.com/attachments/1064962691560652800/1135212583083843686/ezgif-4-f011a43f23.gif
1050041102532616282,Give Ven money,https://cdn.discordapp.com/attachments/1135169789485121547/1143215454383517846/dice.png
687882398477844481,hmk.lol,https://cdn.discordapp.com/emojis/1024751291504791654.gif?size=256
635383782576357407,arson enjoyer,https://cdn.discordapp.com/emojis/1105406110724268075.webp?size=256&quality=lossless
657301605195972628,<3,https://cdn.discordapp.com/attachments/1136284685362794517/1136325472918188052/badge_lyze.png
486729379448356886,🐟,https://cdn.discordapp.com/attachments/1136367553522979047/1136369857936511088/ezgif.com-crop.gif
1040645728663519303,read if cute,https://cdn.discordapp.com/emojis/1024751291504791654.gif?size=256
484651388748431371,𝐵 𝑒 𝓇 𝓃 𝒾 𝑒 _,https://cdn.discordapp.com/emojis/1092089799109775453.png?size=256
301336939523604500,real quoicoubeh,https://cdn.discordapp.com/attachments/1136338258775777290/1136640108603375647/pokemonumbreonru.gif
328520309663727628,J & A,https://cdn.discordapp.com/attachments/1136787467555586179/1136791979477446686/Anas1337.webp
432843984549969930,J & A,https://cdn.discordapp.com/attachments/1136787467555586179/1136791979477446686/Anas1337.webp
221408066053210112,Based Samurai Enjoyer,https://cdn.discordapp.com/attachments/1136813411494285362/1136825781587288144/HCOw4v6.gif
738990436907090020,follower of jonAmo,https://cdn.discordapp.com/emojis/971632183976542228.webp?size=256&quality=lossless
1057337359831675062,Certified Retard,https://cdn.discordapp.com/emojis/994158918366412800.webp?size=256&quality=lossless
209830981060788225,a silly little guy,https://cdn.discordapp.com/attachments/1138766687286599690/1138898511539212318/hug-cat.gif
209830981060788225,waaaaah,https://cdn.discordapp.com/emojis/854861602225127424.gif?size=256&quality=lossless
743929637930795068,XO,https://cdn.discordapp.com/attachments/1065646368632356965/1139313613836914769/937095529907748916.gif
718514576571760640,cute,https://cdn.discordapp.com/emojis/1140066667477606491.gif?size=128&quality=lossless
1016452732871245944,Sy <3,https://cdn.discordapp.com/attachments/1140066219215573032/1140075443924508702/iU2hhof.png
732707155051806825,professional nuker (sowwy cole),https://cdn.discordapp.com/attachments/1140082057381425253/1140105194609320007/2iQfvMj.png
556334042669252609,meow,https://cdn.discordapp.com/attachments/1140476734265905233/1140494151369097267/paw.gif
1081611272774242304,meow,https://media.discordapp.net/attachments/1082427305177137182/1140495245889523722/paw.gif
835861948742500372,read if cute,https://cdn.discordapp.com/emojis/1024751291504791654.gif?size=256
835861948742500372,Vencord Donor,https://vencord.dev/assets/favicon.png
958158495302176778,quack,https://cdn.discordapp.com/emojis/949901424752484362.webp?size=256&quality=lossless
396459597701054464,fox,https://cdn.discordapp.com/attachments/1042916022371495937/1081257234094358630/image0-3.gif
859646668672598017,vlaz,https://media.discordapp.net/attachments/968631135045288017/1021185856503042068/grr.gif
215579012087414796,Best pony,https://cdn.discordapp.com/attachments/1143202820703670302/1143214090408435733/d561ead568977df8874f6afeb5406ddb.gif
1030825343357026350,joyclen,https://cdn.discordapp.com/attachments/1142946723132608612/1143149102679466114/emote.png
690985608193245194,read if cute,https://cdn.discordapp.com/emojis/1024751291504791654.gif?size=256
133995818901307392,King of Bamboo,https://cdn.discordapp.com/attachments/1143235011559035001/1143257294734377080/IMG_6257.gif
157923680503070720,mat,https://cdn.discordapp.com/attachments/1143207628844052623/1143287695796338738/image_11.png
1060175439122935929,Ancient Deity,https://cdn.discordapp.com/attachments/1143381834466611220/1143495092477366272/xPGqY4P.png
963728078520074250,Bean Stewart,https://cdn.discordapp.com/attachments/1143650605273989180/1143650726539690165/0UE0N8g3tyXRd4IvdqHzd0HY.gif
1022189106614243350,trans rights!!!,https://cdn.discordapp.com/emojis/1128847207471251526.gif?size=256&quality=lossless
394449055553552384,,https://cdn.discordapp.com/attachments/1143755590305333289/1143856697308368896/mPROSdR.jpg
188363246695219201,Battlebit Staff,https://cdn.discordapp.com/attachments/1144302812977700934/1144303460494352516/67R2Oex.png
210011142188302337,Battlebit Staff,https://cdn.discordapp.com/attachments/1144302812977700934/1144303460494352516/67R2Oex.png
998184581490548856,Battlebit Staff,https://cdn.discordapp.com/attachments/1144302812977700934/1144303460494352516/67R2Oex.png
540974544194633768,xBlue,https://cdn.discordapp.com/attachments/1143238937867989123/1144322914179629076/imgonline-com-ua-ReplaceColor-h5QGDVgjHXqn-removebg-preview.png
285681931000086528,arqez,https://cdn.discordapp.com/emojis/819523544706842644.png?size=256&quality=lossless
1103990609171193867,:3,https://cdn.discordapp.com/attachments/1145286819521515561/1145493303098351687/angel_love.gif
1119100486394589265,ich finde Wein lecker,https://cdn.discordapp.com/attachments/1143695055585017998/1145496089861038080/images.jpg
1055690431192629299,el chip,https://cdn.discordapp.com/attachments/1145441467842711565/1153059165095342180/fnaf-el-chip.gif
512533167794814978,:WICKED:,https://cdn.discordapp.com/attachments/1145785636591243295/1145793167514419210/961315893206482974.png
262262172036366336,🦈 Shark!,https://cdn.discordapp.com/attachments/1146500439148347473/1146501183033315358/TundraFizz-IconBlinkyTalky.gif
183037084234153984,read if cute,https://cdn.discordapp.com/emojis/1024751291504791654.gif?size=256
1021547949391630388,meow,https://cdn.discordapp.com/emojis/1140066667477606491.gif?size=256
1148531061882626078,Barn Streaner,https://cdn.discordapp.com/attachments/1146978205249568808/1146978629016883270/qBLCdIG7uOUAKJpUcVDQMlcOfRm33N3DA0VfUZl06mms48XulFxTQOBzbqsj1qn42QXnedX2Ia3K4xrTosknWjLOtQz129wUk00kfXzZ9lTHtXTLJqThxGV58HtZ.png
433276300703170580,Nixxy,https://cdn.discordapp.com/attachments/1147195977137139802/1147212678511726712/Picsart_23-09-01_18-53-27-323.png
1067354069175386122,Mythic,https://cdn.discordapp.com/attachments/1044780504672636999/1147475823067148419/Eo_circle_green_white_checkmark.svg.png
340473414479380483,Debuggind Snow,https://cdn.discordapp.com/emojis/1087843143057146006.png?size=256
831314051627483136,im black,https://media.discordapp.net/stickers/1000526415122399293.webp?size=240
717809541600772156,Cindy,https://media.discordapp.net/attachments/1145011336472965151/1151318064705572944/35FBE3F9-48CC-4C97-BC39-7564A413F96E.gif
116208251418312705,amgery,https://cdn.discordapp.com/emojis/794267555090530355.webp?size=256&quality=lossless
178651638209314816,maxwell,https://cdn.discordapp.com/emojis/1059763435346346004.gif?size=256&quality=lossless
729442407405453335,raggy,https://cdn.discordapp.com/attachments/1148751281595363349/1148764158305779712/PrtrA1D.png
255834596766253057,fert,https://cdn.discordapp.com/attachments/1149186007846096986/1149198287715438673/download.png
620054534349389835,Is this really a furry !?,https://cdn.discordapp.com/attachments/1149588076109234286/1149791253261725776/KioPopFox.gif
392851740556263425,Comfy Chaos ♡,https://cdn.discordapp.com/attachments/1149855298111160362/1149860781253472367/desk_tappies.gif
237695730465112064,soundcloud.com/clairo,https://cdn.discordapp.com/attachments/1044780504672636999/1150274522394665130/vencordbadge2.png
837791888643588136,shlex,https://cdn.discordapp.com/emojis/1142905290895917137.png?size=256
305098495768133634,Discord Meme Staff,https://cdn.discordapp.com/attachments/1150485052157874277/1150504862799384697/3121-staff.png
353201426576703488,Model,https://cdn.discordapp.com/emojis/579482076609249290.png?size=256
933527008007323690,DG,https://cdn.discordapp.com/attachments/1151723815131426887/1151819279575027823/my-image1.png
1014661757773561908,bae - opium 💀,https://cdn.discordapp.com/attachments/1139860560884801557/1152052033315143820/996293245900435456.gif
193827818650599424,NordNetzwerk.eu,https://cdn.discordapp.com/attachments/1152712610983202916/1152736041803989123/NN_BADGE.png
1115742488985075843,Discord Meme Staff,https://cdn.discordapp.com/attachments/1150485052157874277/1150504862799384697/3121-staff.png
534540880460382219,Yummyツ,https://cdn.discordapp.com/attachments/1129598261636911105/1152745752355938324/b1b5c13e61153eeeaf16cebc734cec2e.png
464865517354614805,Shy,https://cdn.discordapp.com/emojis/1105540482781675520.gif?size=128&quality=lossless
515402023223427072,🧊,https://cdn.discordapp.com/attachments/1153219177771974706/1153284366227738654/geometry.gif
923196172775063612,banana,https://cdn.discordapp.com/attachments/1153866095749496843/1153866844910915654/tumblr_8b8395d95117eed17fb0243eea7656f2_919ec7d2_400.png
746446670228619414,beyond-ai.xyz,https://cdn.discordapp.com/attachments/1026515880080842772/1153855839073992825/zoIqwrL.png
166680584448507905,Opium,https://cdn.discordapp.com/attachments/1147869393892692059/1154134992054653028/artworks-TEW5yqJGnYfWfziI-z30a5A-t500x500.png
318480369915658253,Arch User,https://cdn.discordapp.com/attachments/1154175360397738004/1154188454440210482/archlinux-512.png
399004447558205452,i win,https://media.discordapp.net/attachments/1082041716082737227/1139359076590039100/caption-6.gif
803612750718697493,silly blue cookie,https://cdn.discordapp.com/attachments/1154926140465623161/1154960235287564380/59.png
1126589254382932058,rei,https://cdn.discordapp.com/attachments/1155310034771787856/1155521975041667102/QiIkw1AyyCHOzPvtcadbBO0gDlU1AlEK.gif
887448746252722206,#1 Glaive Glazer,https://cdn.discordapp.com/attachments/1155628905575755806/1155634832395731004/gay.png
935537196990103642,rE,https://cdn.discordapp.com/attachments/1156378021108908082/1156387563288920094/d5TmAa8.gif
235445775369371650,Team Plasma,https://cdn.discordapp.com/attachments/1156487122073686026/1156622181795631284/team_plasma_badge.png
1115742488985075843,Smart Cat,https://cdn.discordapp.com/attachments/1151143822068293752/1157047947746349087/IMG_2200.png
946116862188585051,OTF,https://cdn.discordapp.com/emojis/1013204308214423625.gif?size=256&quality=lossless
982435127206494229,knoc knoc,https://cdn.discordapp.com/attachments/1134866813537222747/1157325980579401828/ezgif.com-resize.gif
413283368164261899,nksu.gg,https://cdn.discordapp.com/attachments/1079094964220330055/1157452583905009715/discord-avatar-1024-T15MO.png
888914855438983218,This person is autistic,https://cdn.discordapp.com/attachments/1158274803480920096/1158355002629300315/jakey.gif
1115827920976494644,badge,https://cdn.discordapp.com/attachments/1158278388147032075/1158426080521228328/designer.png
104861822368161792,Game Developer,https://cdn.discordapp.com/emojis/710971603328041050.webp?size=256&quality=lossless
738990436907090020,bouncy,https://cdn.discordapp.com/emojis/1155918238442606713.gif?size=256
1086448855505174548,Vencord Contributor,https://cdn.discordapp.com/attachments/1033680203433660458/1092089947126780035/favicon.png
